parameter,mean,median,sd,lower,upper,truth,bias,rmse,coverage,width,regime,replicate,start
tau_SS,0.07631903611940734,0.074846624854329,0.013835963046876338,0.053975882703433224,0.10685204987384016,0.03,0.04631903611940734,0.04631903611940734,FALSE,0.05287616717040693,Moderate,5,high
xi,0.06260671699178742,0.062341242821415406,0.016997882844508577,0.032823743543139,0.09602476999839296,0.05,0.01260671699178742,0.01260671699178742,TRUE,0.06320102645525397,Moderate,5,high
beta,0.2844840646345582,0.2845104997726252,0.04516121294560511,0.19270828105968607,0.3703589590407284,0.3,-0.015515935365441769,0.015515935365441769,TRUE,0.17765067798104234,Moderate,6,low
c,0.9501127218555944,0.9507463752442566,0.0067010908785771085,0.9360197287952543,0.9626413559127645,0.95,1.1272185559441095e-4,1.1272185559441095e-4,TRUE,0.02662162711751015,Moderate,6,low
eta_EE,0.07788764932619648,0.0765699002919382,0.0124133884380291,0.056794939271842274,0.10929837831404446,0.08,-0.002112350673803526,0.002112350673803526,TRUE,0.052503439042202185,Moderate,6,low
eta_EI,0.07649599695783356,0.0759920134007272,0.013548301847134216,0.05348731153940486,0.10691215778902671,0.08,-0.0035040030421664425,0.0035040030421664425,TRUE,0.053424846249621856,Moderate,6,low
eta_ER,0.07615289439862716,0.07548656386835284,0.014055260991428783,0.05160025402948608,0.10614195236682628,0.08,-0.003847105601372844,0.003847105601372844,TRUE,0.0545416983373402,Moderate,6,low
eta_II,0.07587713018677257,0.07642840087498376,0.012971442715979813,0.052799804316709796,0.10304037289683245,0.04,0.03587713018677257,0.03587713018677257,FALSE,0.05024056858012265,Moderate,6,low
eta_IR,0.07694872469402751,0.07587429621855464,0.013644046731680301,0.05217815898772707,0.10368622327385449,0.08,-0.0030512753059724895,0.0030512753059724895,TRUE,0.05150806428612742,Moderate,6,low
eta_RR,0.07774386484585458,0.07730503661622005,0.01316329049258865,0.05277345315568171,0.10859725371644469,0.08,-0.002256135154145425,0.002256135154145425,TRUE,0.05582380056076298,Moderate,6,low
eta_SE,0.07619452744622623,0.07682338925012698,0.01297792764611191,0.05174278639761457,0.10083318952872548,0.08,-0.003805472553773767,0.003805472553773767,TRUE,0.04909040313111091,Moderate,6,low
eta_SI,0.07674401888959252,0.07580876684834978,0.012857657207518348,0.05466676075680082,0.10122500046792482,0.05,0.02674401888959252,0.02674401888959252,FALSE,0.046558239711124,Moderate,6,low
eta_SR,0.07621093163187757,0.07551976490946832,0.012650971664315358,0.053715514752353255,0.1006100922686744,0.08,-0.003789068368122428,0.003789068368122428,TRUE,0.046894577516321145,Moderate,6,low
eta_SS,0.07621994817587739,0.0745346922182751,0.013127643078015493,0.052858946026644704,0.10454626581806352,0.08,-0.00378005182412261,0.00378005182412261,TRUE,0.051687319791418815,Moderate,6,low
gamma,0.2519000811966873,0.24727442361624052,0.05540979461367704,0.16073994353835036,0.36038809437766095,0.25,0.0019000811966872755,0.0019000811966872755,TRUE,0.1996481508393106,Moderate,6,low
kappa,0.4263913769436744,0.4254728242096537,0.05389567771614109,0.3166690759756241,0.5349226383454656,0.4,0.026391376943674383,0.026391376943674383,TRUE,0.2182535623698415,Moderate,6,low
p_E,0.5713281222361278,0.5704876467684459,0.05447499503056319,0.47760914985836533,0.6760083773844168,0.6,-0.028671877763872144,0.028671877763872144,TRUE,0.19839922752605144,Moderate,6,low
p_I,0.8287713319891505,0.8290705931712009,0.036111882804096176,0.7539616410161127,0.9010294943898547,0.85,-0.02122866801084944,0.02122866801084944,TRUE,0.14706785337374195,Moderate,6,low
s,0.8999625032427453,0.9008097774594984,0.00996535453036796,0.8786703922332371,0.918446080742731,0.9,-3.749675725472912e-5,3.749675725472912e-5,TRUE,0.03977568850949398,Moderate,6,low
tau_EE,0.07354959499953902,0.07255513807613356,0.012149333594622442,0.05423336440969909,0.10099806112898482,0.03,0.04354959499953902,0.04354959499953902,FALSE,0.04676469671928573,Moderate,6,low
tau_EI,0.07444687444137943,0.07405843875789193,0.012253806350782322,0.05046977746550586,0.10060930035352614,0.03,0.04444687444137943,0.04444687444137943,FALSE,0.050139522888020274,Moderate,6,low
tau_ER,0.07538857017813978,0.0752609466345706,0.012704424561265146,0.051774970594944944,0.10228010757553176,0.03,0.045388570178139784,0.045388570178139784,FALSE,0.05050513698058681,Moderate,6,low
tau_II,0.07521342729230387,0.07587087952068133,0.014802458315476837,0.04882895448862454,0.1060094012285372,0.07,0.005213427292303868,0.005213427292303868,TRUE,0.05718044673991267,Moderate,6,low
tau_IR,0.07348648110811745,0.07183372437521328,0.014123183082534463,0.04793085437410758,0.10257493689655822,0.03,0.04348648110811745,0.04348648110811745,FALSE,0.05464408252245064,Moderate,6,low
tau_RR,0.07335662628410888,0.07291139701975673,0.012850405035974089,0.052041495424501726,0.10132772202977709,0.03,0.043356626284108885,0.043356626284108885,FALSE,0.04928622660527537,Moderate,6,low
tau_SE,0.07552021097118482,0.07434379672132406,0.012638933447196925,0.05341209976687697,0.1001226159841937,0.03,0.04552021097118482,0.04552021097118482,FALSE,0.04671051621731673,Moderate,6,low
tau_SI,0.07263675052551218,0.072011606767589,0.011765246297973793,0.051831948761236826,0.09553260260212049,0.06,0.012636750525512178,0.012636750525512178,TRUE,0.04370065384088366,Moderate,6,low
tau_SR,0.07502965936339513,0.07455145271822007,0.011927910222572186,0.05179967461126793,0.09780838488976949,0.03,0.04502965936339513,0.04502965936339513,FALSE,0.04600871027850156,Moderate,6,low
tau_SS,0.07634388559836645,0.07510041811845507,0.012483318122738942,0.056206622343918385,0.10334136540965373,0.03,0.046343885598366455,0.046343885598366455,FALSE,0.04713474306573535,Moderate,6,low
xi,0.059369912675962894,0.056790112298822006,0.017504779452389242,0.032386214475908684,0.0958291718159553,0.05,0.009369912675962891,0.009369912675962891,TRUE,0.06344295734004661,Moderate,6,low
beta,0.27958044989107356,0.2732798899478045,0.06348325080623095,0.18027879334763502,0.4293866742453627,0.3,-0.020419550108926432,0.020419550108926432,TRUE,0.24910788089772767,Moderate,6,medium
c,0.9511458245589789,0.9513027539696711,0.005977505356482744,0.938962083840551,0.9617954906771784,0.95,0.0011458245589789362,0.0011458245589789362,TRUE,0.02283340683662738,Moderate,6,medium
eta_EE,0.07627892061124242,0.07496821866794638,0.015464594197275203,0.04873845967250472,0.10947570770305588,0.08,-0.003721079388757584,0.003721079388757584,TRUE,0.06073724803055116,Moderate,6,medium
eta_EI,0.07655224053515697,0.07700928640950624,0.012632352014228342,0.05072958452624693,0.1005694252895045,0.08,-0.0034477594648430337,0.0034477594648430337,TRUE,0.049839840763257565,Moderate,6,medium
eta_ER,0.07892918280397751,0.07824962132750449,0.013904935575872369,0.05278066076593135,0.10751755533882727,0.08,-0.0010708171960224916,0.0010708171960224916,TRUE,0.05473689457289592,Moderate,6,medium
eta_II,0.07635203102763027,0.0751264699560746,0.014484375191241808,0.052041716863083606,0.10578373001427951,0.04,0.03635203102763027,0.03635203102763027,FALSE,0.05374201315119591,Moderate,6,medium
eta_IR,0.07385596464036889,0.07318166229538592,0.012039583380407108,0.05252294094578201,0.09918016190206799,0.08,-0.006144035359631109,0.006144035359631109,TRUE,0.04665722095628598,Moderate,6,medium
eta_RR,0.0765637785655317,0.07584466642106515,0.01289117206002684,0.053959996326531014,0.10532691401361954,0.08,-0.003436221434468298,0.003436221434468298,TRUE,0.05136691768708853,Moderate,6,medium
eta_SE,0.07328651313101504,0.0719047504484947,0.012462747522382599,0.04942188936195763,0.10121651867158064,0.08,-0.006713486868984958,0.006713486868984958,TRUE,0.051794629309623016,Moderate,6,medium
eta_SI,0.07721128158696544,0.07856600717459421,0.012743418499897526,0.053874317342417995,0.1001838436317341,0.05,0.02721128158696544,0.02721128158696544,FALSE,0.04630952628931611,Moderate,6,medium
eta_SR,0.07457431554047622,0.07498885713419257,0.012185491942785261,0.05032079828198222,0.09671564977308822,0.08,-0.00542568445952378,0.00542568445952378,TRUE,0.046394851491106,Moderate,6,medium
eta_SS,0.07547369847850098,0.07392657074486365,0.012739795333864306,0.053752636513672444,0.1030726639059717,0.08,-0.004526301521499021,0.004526301521499021,TRUE,0.04932002739229925,Moderate,6,medium
gamma,0.2772247226806455,0.27833323229807577,0.0639438800706483,0.16738964468739437,0.39900606152751694,0.25,0.02722472268064552,0.02722472268064552,TRUE,0.23161641684012257,Moderate,6,medium
kappa,0.3810393894899339,0.37112445453471476,0.06870266559069292,0.27571281724863117,0.5376944660612559,0.4,-0.018960610510066145,0.018960610510066145,TRUE,0.26198164881262476,Moderate,6,medium
p_E,0.6104978243445922,0.6108959581845518,0.05620680510758999,0.5044233705411241,0.6998281375843375,0.6,0.010497824344592233,0.010497824344592233,TRUE,0.1954047670432134,Moderate,6,medium
p_I,0.8398384449583507,0.8412788948307246,0.028534856930184368,0.7848457221603452,0.88735703001915045,0.85,-0.010161555041649284,0.010161555041649284,TRUE,0.10251130785880525,Moderate,6,medium
s,0.8990640422237369,0.8999211754250278,0.011743661688122797,0.8720321523502235,0.9160629585280698,0.9,-9.359577762630966e-4,9.359577762630966e-4,TRUE,0.04403080617784638,Moderate,6,medium
tau_EE,0.07450423001413134,0.0738382043294316,0.014025415563161461,0.05233752292458454,0.1061387876964461,0.03,0.04450423001413134,0.04450423001413134,FALSE,0.053801264771861555,Moderate,6,medium
tau_EI,0.07468884346592891,0.07340869182824103,0.013560354204473574,0.05154813514639966,0.10210434231618604,0.03,0.04468884346592891,0.04468884346592891,FALSE,0.05055620716978638,Moderate,6,medium
tau_ER,0.07557521555704917,0.07402701780417797,0.014021481429967342,0.049958932436789394,0.10882608609746347,0.03,0.04557521555704917,0.04557521555704917,FALSE,0.058867153660674076,Moderate,6,medium
tau_II,0.07393291902809024,0.07176405248787757,0.013510630898009983,0.05187742504556027,0.10518328496225153,0.07,0.0039329190280902315,0.0039329190280902315,TRUE,0.05330585991669126,Moderate,6,medium
tau_IR,0.07450500431084282,0.07420407887339417,0.012062041209078101,0.052770098515399884,0.09949425692753215,0.03,0.044505004310842824,0.044505004310842824,FALSE,0.04672415841213227,Moderate,6,medium
tau_RR,0.07572406667871429,0.07464942883349085,0.013489560968922667,0.05092553108927046,0.0999812708683684,0.03,0.04572406667871429,0.04572406667871429,FALSE,0.04905573977909794,Moderate,6,medium
tau_SE,0.07294620191690465,0.0737382623709231,0.011972337841713752,0.04822260624254947,0.0940565329520599,0.03,0.04294620191690465,0.04294620191690465,FALSE,0.045833926709510434,Moderate,6,medium
tau_SI,0.07565291770918223,0.07514487134807273,0.012926687629938953,0.05206128220907959,0.09936739569664012,0.06,0.01565291770918223,0.01565291770918223,TRUE,0.04730611348756053,Moderate,6,medium
tau_SR,0.07489228330364878,0.07312441243112461,0.013313390756182458,0.0515526476016438,0.1030542603510263,0.03,0.04489228330364878,0.04489228330364878,FALSE,0.0515016127493825,Moderate,6,medium
tau_SS,0.07564770799185493,0.07491201158443139,0.01390948372290887,0.05229500380210135,0.10442867770719033,0.03,0.04564770799185493,0.04564770799185493,FALSE,0.05213367390508898,Moderate,6,medium
xi,0.06919367431057571,0.06682675133695397,0.021632663053495454,0.03499563551557487,0.11478553429646324,0.05,0.019193674310575712,0.019193674310575712,TRUE,0.07978989878088837,Moderate,6,medium
beta,0.28344626561348346,0.28069421026629426,0.06402180162187003,0.1629398014099826,0.4007888381408563,0.3,-0.016553734386516528,0.016553734386516528,TRUE,0.2378490367308737,Moderate,6,high
c,0.9497569023910238,0.9492090497899587,0.005890225898234948,0.9388807618895438,0.9606901536890495,0.95,-2.430976089761172e-4,2.430976089761172e-4,TRUE,0.021809391799505695,Moderate,6,high
eta_EE,0.07575036487190413,0.0749893884775508,0.012724220825460365,0.05031262087084809,0.10071643302536468,0.08,-0.004249635128095869,0.004249635128095869,TRUE,0.050403812154516586,Moderate,6,high
eta_EI,0.07663389361276293,0.07596769261044425,0.01350873521053856,0.0529885657375743,0.10447196585409674,0.08,-0.0033661063872370695,0.0033661063872370695,TRUE,0.051483400116522436,Moderate,6,high
eta_ER,0.07404709080041993,0.07388775133809045,0.012015719127212401,0.05308306129778091,0.0992729497801508,0.08,-0.005952909199580067,0.005952909199580067,TRUE,0.04618988848236989,Moderate,6,high
eta_II,0.07428659520908612,0.07376716898230709,0.013354893042682602,0.0502425884299339,0.10116863514433347,0.04,0.03428659520908612,0.03428659520908612,FALSE,0.05092604671439957,Moderate,6,high
eta_IR,0.07631545866072449,0.07671742476530317,0.013920629541960156,0.053720726255313135,0.10725467869662483,0.08,-0.00368454133927551,0.00368454133927551,TRUE,0.0535339524413117,Moderate,6,high
eta_RR,0.07412482793380802,0.07248967904533343,0.012628589361112958,0.0535912766099827,0.10211021964423543,0.08,-0.00587517206619198,0.00587517206619198,TRUE,0.04851894303425273,Moderate,6,high
eta_SE,0.07771854300146723,0.07566743865462072,0.014679979915257354,0.0536806463195905,0.10819483988441839,0.08,-0.0022814569985327715,0.0022814569985327715,TRUE,0.05451419356482789,Moderate,6,high
eta_SI,0.07507040095976784,0.07361122390959629,0.011725713079929425,0.05513831652665273,0.1019165399070428,0.05,0.02507040095976784,0.02507040095976784,FALSE,0.046778223380390074,Moderate,6,high
eta_SR,0.07493073225361731,0.07448074487339174,0.012932036869651905,0.05111338396690204,0.10292422757473296,0.08,-0.005069267746382694,0.005069267746382694,TRUE,0.05181084360783092,Moderate,6,high
eta_SS,0.07564225842023664,0.07499720300263535,0.011367229182727185,0.05473900204825789,0.10165541358425038,0.08,-0.004357741579763361,0.004357741579763361,TRUE,0.04691641153599249,Moderate,6,high
gamma,0.2848131355792057,0.28438458396095634,0.06171959148674416,0.17030411017660102,0.3991105349743501,0.25,0.03481313557920568,0.03481313557920568,TRUE,0.2288064247977491,Moderate,6,high
kappa,0.40346120415212094,0.38948229051889427,0.09402724311647839,0.2546892491025108,0.597334293444666,0.4,0.0034612041521209225,0.0034612041521209225,TRUE,0.34264504434215526,Moderate,6,high
p_E,0.6250681387291106,0.6232472985169204,0.04476372791535723,0.544925354081882,0.7123830499265211,0.6,0.025068138729110623,0.025068138729110623,TRUE,0.1674576958446391,Moderate,6,high
p_I,0.8299839016114294,0.8360554697994217,0.04340386093327023,0.7357868350693646,0.8959584395486895,0.85,-0.020016098388570547,0.020016098388570547,TRUE,0.16017160447932488,Moderate,6,high
s,0.8990069728306562,0.8996361306997939,0.010019987217443854,0.8801425176105556,0.9195704246585151,0.9,-9.930271693437964e-4,9.930271693437964e-4,TRUE,0.03942790704795951,Moderate,6,high
tau_EE,0.07671062853446108,0.07638270649106131,0.013026563794621273,0.05468892020989173,0.10489972477722927,0.03,0.04671062853446108,0.04671062853446108,FALSE,0.050210804567337536,Moderate,6,high
tau_EI,0.07280769794463544,0.07216791105236625,0.012535962303049994,0.05189270026362418,0.09991405415641902,0.03,0.042807697944635445,0.042807697944635445,FALSE,0.04802135389279484,Moderate,6,high
tau_ER,0.07477847263754005,0.07386590630377507,0.014589489187460853,0.04823230308256673,0.10436918048194507,0.03,0.04477847263754005,0.04477847263754005,FALSE,0.056136877399378345,Moderate,6,high
tau_II,0.07343833503163652,0.07297264863489389,0.01406273536190095,0.048476365681733455,0.10460283785137192,0.07,0.0034383350316365136,0.0034383350316365136,TRUE,0.05612647216963847,Moderate,6,high
tau_IR,0.07621138466739302,0.074704654420236,0.014422929795057219,0.04996178667784734,0.10361668044348134,0.03,0.046211384667393024,0.046211384667393024,FALSE,0.053654893765633996,Moderate,6,high
tau_RR,0.07439402205391907,0.07395355330490959,0.013296187508848051,0.04955582610659383,0.10127077601097158,0.03,0.04439402205391907,0.04439402205391907,FALSE,0.05171494990437775,Moderate,6,high
tau_SE,0.07465350999557892,0.07397537016863028,0.013484645497302945,0.05359089961914986,0.10179853392962214,0.03,0.04465350999557892,0.04465350999557892,FALSE,0.04820763431047228,Moderate,6,high
tau_SI,0.0773822166845808,0.07597096523681385,0.01499600941710953,0.05003109469070312,0.10522280206691409,0.06,0.0173822166845808,0.0173822166845808,TRUE,0.05519170737621097,Moderate,6,high
tau_SR,0.0734708394724313,0.0724362381638734,0.013942750603247789,0.05011581611436632,0.10684391785815117,0.03,0.0434708394724313,0.0434708394724313,FALSE,0.05672810174378485,Moderate,6,high
tau_SS,0.07711938143538827,0.07583118326603314,0.014278242770621761,0.05377766405835842,0.10876993053024968,0.03,0.04711938143538827,0.04711938143538827,FALSE,0.05499226647189126,Moderate,6,high
xi,0.0675022848493121,0.06439918995457343,0.024398495676382064,0.031451916354444893,0.11758068972862093,0.05,0.0175022848493121,0.0175022848493121,TRUE,0.08612877337417604,Moderate,6,high
beta,0.3210798789887857,0.31871988448082844,0.09342796821362626,0.12987544135761242,0.5159656774483995,0.3,0.021079878988785716,0.021079878988785716,TRUE,0.3860902360907871,Moderate,7,low
c,0.9496074538419356,0.9499764155584256,0.006070325701930803,0.9376631952660213,0.9607389359874976,0.95,-3.9254615806438853e-4,3.9254615806438853e-4,TRUE,0.023075740721476334,Moderate,7,low
eta_EE,0.07481659476354693,0.07528200891738404,0.014115361301862603,0.04971335086112015,0.10155169359077315,0.08,-0.0051834052364530675,0.0051834052364530675,TRUE,0.051838342729653,Moderate,7,low
eta_EI,0.07573880006283752,0.07327944472524688,0.011944547998863221,0.05577351702335007,0.09974032969001748,0.08,-0.00426119993716248,0.00426119993716248,TRUE,0.04396681266666741,Moderate,7,low
eta_ER,0.07472192238392257,0.07460181811554505,0.012578740822260468,0.052686916130191844,0.10181407653601243,0.08,-0.005278077616077431,0.005278077616077431,TRUE,0.04912716040582059,Moderate,7,low
eta_II,0.07698092736061789,0.07645818548901534,0.014300121744409516,0.04971918769565209,0.10706583811377238,0.04,0.036980927360617886,0.036980927360617886,FALSE,0.05734665041812029,Moderate,7,low
eta_IR,0.07808085819561149,0.07673626843526293,0.014037785808860392,0.05556506650881357,0.1073684418886052,0.08,-0.0019191418043885133,0.0019191418043885133,TRUE,0.05180337537979163,Moderate,7,low
eta_RR,0.07569789464935442,0.07466418258336034,0.013322131261693647,0.05317311546781697,0.10384769220778381,0.08,-0.0043021053506455825,0.0043021053506455825,TRUE,0.05067457673996684,Moderate,7,low
eta_SE,0.07728986966636275,0.07634624236678811,0.012428586725496016,0.05504988734437428,0.10307210217365195,0.08,-0.002710130333637248,0.002710130333637248,TRUE,0.048022214829277675,Moderate,7,low
eta_SI,0.07833604459566988,0.07896716380817359,0.012413759973692217,0.055800785797584206,0.10444360213982763,0.05,0.02833604459566988,0.02833604459566988,FALSE,0.048642816342243426,Moderate,7,low
eta_SR,0.07441209583838644,0.07450506772670301,0.01211525564343962,0.052236191283499246,0.1002344074205377,0.08,-0.0055879041616135605,0.0055879041616135605,TRUE,0.04799821613703845,Moderate,7,low
eta_SS,0.07568149406878244,0.07532383531660344,0.013244720934666184,0.05261259283063452,0.10183299121527249,0.08,-0.004318505931217562,0.004318505931217562,TRUE,0.04922039838463797,Moderate,7,low
gamma,0.2470542187971764,0.24396564049792624,0.052427122207565464,0.1523764041882636,0.34883647125213113,0.25,-0.0029457812028235997,0.0029457812028235997,TRUE,0.19646006706386754,Moderate,7,low
kappa,0.35832379919834856,0.35048199709187405,0.06929053386244388,0.22514279766159037,0.5072194151193615,0.4,-0.041676200801651464,0.041676200801651464,TRUE,0.28207661745777113,Moderate,7,low
p_E,0.6017744718064381,0.5997607387973201,0.03199430380434959,0.540616246392212,0.668270749803751,0.6,0.0017744718064380827,0.0017744718064380827,TRUE,0.12765450341153906,Moderate,7,low
p_I,0.8392361900031365,0.8401525241086627,0.03287364786838658,0.7733598222130328,0.8929438341373084,0.85,-0.010763809996863438,0.010763809996863438,TRUE,0.11958401192427559,Moderate,7,low
s,0.8983707420693948,0.8991562240783725,0.010067880162491119,0.8786138733652441,0.9154032239008942,0.9,-0.001629257930605199,0.001629257930605199,TRUE,0.036789350535650134,Moderate,7,low
tau_EE,0.07493085686263928,0.07453998098716194,0.014131575433579053,0.043907652802557186,0.10408938400373316,0.03,0.044930856862639285,0.044930856862639285,FALSE,0.060181731201175974,Moderate,7,low
tau_EI,0.07519777416550984,0.07463846112444923,0.011788788156184995,0.05311270412903263,0.10155679952456133,0.03,0.04519777416550984,0.04519777416550984,FALSE,0.0484440953955287,Moderate,7,low
tau_ER,0.07398059250833107,0.07349558870727121,0.014905806563063674,0.04737096166493781,0.10764838268146179,0.03,0.04398059250833107,0.04398059250833107,FALSE,0.06027742101652398,Moderate,7,low
tau_II,0.07353713446836375,0.0726666964607029,0.012709298363807709,0.048107919870248275,0.09966990344202369,0.07,0.003537134468363748,0.003537134468363748,TRUE,0.05156198357177541,Moderate,7,low
tau_IR,0.07602585017489973,0.07510498920645686,0.01439695597116693,0.051289635617801844,0.10579849040351114,0.03,0.04602585017489973,0.04602585017489973,FALSE,0.05450885478570929,Moderate,7,low
tau_RR,0.07657747936703939,0.07419808082474974,0.014503837241751586,0.05465963076556465,0.1093077928861436,0.03,0.04657747936703939,0.04657747936703939,FALSE,0.05464816212057896,Moderate,7,low
tau_SE,0.07392020702584111,0.0739859934451594,0.0138069422093708,0.05040553789794161,0.10421580804529522,0.03,0.04392020702584111,0.04392020702584111,FALSE,0.05381027014735361,Moderate,7,low
tau_SI,0.07297112709687119,0.0718845293898872,0.01379733418530526,0.05036241721632542,0.1011965075858235,0.06,0.01297112709687119,0.01297112709687119,TRUE,0.05083409036949808,Moderate,7,low
tau_SR,0.07788177255865378,0.07693830329604734,0.015434184911687552,0.05445772767184204,0.11082447005085046,0.03,0.04788177255865378,0.04788177255865378,FALSE,0.05636674237900842,Moderate,7,low
tau_SS,0.07778662396698122,0.07611080614083232,0.014258124134940037,0.05603468616829298,0.11105986066318901,0.03,0.04778662396698122,0.04778662396698122,FALSE,0.05502517449489604,Moderate,7,low
xi,0.062254085721116306,0.05835897231551944,0.020762006684869962,0.030837987415569867,0.11522838768531739,0.05,0.012254085721116303,0.012254085721116303,TRUE,0.08439040026974752,Moderate,7,low
beta,0.30683915992716754,0.30559360251498496,0.06448194330478868,0.18885118379560867,0.4337746571771975,0.3,0.0068391599271675485,0.0068391599271675485,TRUE,0.24492347338158882,Moderate,7,medium
c,0.9505201045981895,0.9521237597261908,0.006834614638852309,0.9352481332156397,0.9622773667917514,0.95,5.201045981895192e-4,5.201045981895192e-4,TRUE,0.027029233576111644,Moderate,7,medium
eta_EE,0.07631794744033177,0.07567445672133968,0.014546791605044204,0.04931890440884707,0.1077026829864739,0.08,-0.0036820525596682335,0.0036820525596682335,TRUE,0.058383778577626826,Moderate,7,medium
eta_EI,0.07560506176398661,0.0735620352147394,0.013344376165951714,0.0542864163908453,0.10497476470245683,0.08,-0.00439493823601339,0.00439493823601339,TRUE,0.05068834831161153,Moderate,7,medium
eta_ER,0.07751231615502345,0.07705954215067612,0.012377698990511662,0.05327365273049224,0.10103345303885936,0.08,-0.0024876838449765515,0.0024876838449765515,TRUE,0.047759800308367115,Moderate,7,medium
eta_II,0.07154040489749136,0.07140898462583783,0.012580997616752495,0.04907435153734541,0.09840617211340098,0.04,0.03154040489749136,0.03154040489749136,FALSE,0.04933182057605557,Moderate,7,medium
eta_IR,0.07711888997124465,0.07610286101305849,0.01340487956141213,0.05493582174740469,0.10382534002720986,0.08,-0.0028811100287553515,0.0028811100287553515,TRUE,0.04888951827980517,Moderate,7,medium
eta_RR,0.07730058431605466,0.0749070685467193,0.015786587878086237,0.05320409894166782,0.11401600241924988,0.08,-0.0026994156839453415,0.0026994156839453415,TRUE,0.06081190347758206,Moderate,7,medium
eta_SE,0.07654881237783728,0.07662833790967746,0.011154921044053245,0.05320387021021407,0.09734624726254876,0.08,-0.0034511876221627186,0.0034511876221627186,TRUE,0.04414237705233469,Moderate,7,medium
eta_SI,0.07773436679551969,0.07731809279637371,0.013564856197978457,0.05399437361012341,0.105350800355724,0.05,0.027734366795519688,0.027734366795519688,FALSE,0.05135642674560059,Moderate,7,medium
eta_SR,0.07601994805065762,0.07464544008691143,0.01355466219273324,0.05183187517279346,0.10666803801039143,0.08,-0.003980051949342381,0.003980051949342381,TRUE,0.05483616283759797,Moderate,7,medium
eta_SS,0.07833633901518558,0.07811579246838651,0.013904059329680649,0.054655719345832236,0.1083121251307643,0.08,-0.0016636609848144218,0.0016636609848144218,TRUE,0.05365640578493206,Moderate,7,medium
gamma,0.25258538038334755,0.2525421771165651,0.055937253783699126,0.1488953619184765,0.3601633129827766,0.25,0.0025853803833475464,0.0025853803833475464,TRUE,0.2112679510643001,Moderate,7,medium
kappa,0.4122082880245453,0.4167058776403697,0.07473392675147826,0.27029920963548143,0.5456917347034173,0.4,0.012208288024545266,0.012208288024545266,TRUE,0.2753925250679358,Moderate,7,medium
p_E,0.617652064875047,0.6172897441583141,0.031372451969279326,0.5553354820740527,0.6733194202620812,0.6,0.017652064875047002,0.017652064875047002,TRUE,0.11798393818802855,Moderate,7,medium
p_I,0.8398532763608999,0.8412758489515704,0.028566579790094162,0.7779318275720463,0.8930229488731677,0.85,-0.010146723639100075,0.010146723639100075,TRUE,0.11509112130112142,Moderate,7,medium
s,0.8990183600852961,0.8994413972670419,0.011741079965397019,0.8769771678344909,0.9192362658358647,0.9,-9.816399147039023e-4,9.816399147039023e-4,TRUE,0.04225909800137384,Moderate,7,medium
tau_EE,0.07482577779028256,0.0743353991729363,0.01255259561330128,0.051904330132365055,0.10197295243627132,0.03,0.04482577779028256,0.04482577779028256,FALSE,0.05006862230390626,Moderate,7,medium
tau_EI,0.07533548315989194,0.0753977059337958,0.01290039223773265,0.04521278726293202,0.09770264132621669,0.03,0.04533548315989194,0.04533548315989194,FALSE,0.052489854063284665,Moderate,7,medium
tau_ER,0.07422896915055253,0.07440640511975574,0.013624786544117393,0.051816246134358125,0.10302401707007877,0.03,0.044228969150552536,0.044228969150552536,FALSE,0.051207770935720646,Moderate,7,medium
tau_II,0.07701387701838569,0.07622550756946919,0.013798058717213726,0.051174607817600075,0.10501178397588709,0.07,0.0070138770183856836,0.0070138770183856836,TRUE,0.053837176158287016,Moderate,7,medium
tau_IR,0.07576361039834387,0.07434391270335007,0.014544099459034131,0.05096606631408862,0.11241364127480397,0.03,0.04576361039834387,0.04576361039834387,FALSE,0.061447574960715345,Moderate,7,medium
tau_RR,0.07576753990414163,0.07384415739469799,0.012945046086828477,0.05535957974465014,0.10103071018486312,0.03,0.04576753990414163,0.04576753990414163,FALSE,0.04567113044021298,Moderate,7,medium
tau_SE,0.0724078370696839,0.07267542496858348,0.013564780940825185,0.04967834597464531,0.1033731907493827,0.03,0.0424078370696839,0.0424078370696839,FALSE,0.05369484477473739,Moderate,7,medium
tau_SI,0.0737564197142208,0.07309290219808923,0.012713822494173545,0.053614779482499896,0.10084129463334719,0.06,0.0137564197142208,0.0137564197142208,TRUE,0.0472265151508473,Moderate,7,medium
tau_SR,0.07388114132706701,0.07352728695923458,0.013753532270994797,0.04916353569028339,0.10207137782813722,0.03,0.04388114132706701,0.04388114132706701,FALSE,0.05290784213785383,Moderate,7,medium
tau_SS,0.07740025756801044,0.07858376763337292,0.014765601533719655,0.04768272868131375,0.10339371368782832,0.03,0.047400257568010445,0.047400257568010445,FALSE,0.05571098500651457,Moderate,7,medium
xi,0.06446885963735781,0.06216253994654249,0.022879810157046345,0.026354558319269812,0.11423326409450965,0.05,0.014468859637357806,0.014468859637357806,TRUE,0.08787870577523985,Moderate,7,medium
beta,0.3190291768277512,0.3056193743574789,0.06623255967715697,0.20648938180086435,0.46867272223717377,0.3,0.019029176827751237,0.019029176827751237,TRUE,0.2621833404363094,Moderate,7,high
c,0.9493566294703977,0.9489562117564803,0.0068517403020366555,0.9333544802826067,0.9606755217151719,0.95,-6.433705296022829e-4,6.433705296022829e-4,TRUE,0.027321041432565196,Moderate,7,high
